State,Units,Coal (K short tons),Natural Gas (M cubic ft),Crude Oil (K barrels),Fuel Ethanol (K barrels),Biodiesel (K barrels),Renewable Diesel (K barrels)
South Carolina,Physical,0.0,0.0,0.0,0.0,212.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,310.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,61.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,55.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,60.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Carolina,Physical,0.0,0.0,0.0,0.0,0.0,0.0
South Dakota,Physical,20.0,0.0,281.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,219.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,239.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,211.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,187.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,158.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,160.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,233.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,219.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,275.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,494.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,472.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,447.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,632.0,NA,NA,NA
South Dakota,Physical,0.0,0.0,869.0,NA,NA,NA
South Dakota,Physical,0.0,914.0,846.0,NA,NA,NA
South Dakota,Physical,0.0,1193.0,765.0,NA,NA,NA
South Dakota,Physical,0.0,1155.0,973.0,0.0,NA,NA
South Dakota,Physical,0.0,2331.0,1158.0,0.0,NA,NA
South Dakota,Physical,0.0,1846.0,1172.0,0.0,NA,NA
South Dakota,Physical,0.0,1947.0,1340.0,0.0,NA,NA
South Dakota,Physical,0.0,2558.0,1596.0,0.0,NA,NA
South Dakota,Physical,0.0,2231.0,1586.0,0.0,NA,NA
South Dakota,Physical,0.0,3431.0,1644.0,0.0,NA,NA
South Dakota,Physical,0.0,3920.0,1657.0,179.0,NA,NA
South Dakota,Physical,0.0,4369.0,1612.0,179.0,NA,NA
South Dakota,Physical,0.0,881.0,1648.0,179.0,NA,NA
South Dakota,Physical,0.0,882.0,1662.0,179.0,NA,NA
South Dakota,Physical,0.0,1456.0,1557.0,179.0,NA,NA
South Dakota,Physical,0.0,1306.0,1500.0,195.0,NA,NA
South Dakota,Physical,0.0,1437.0,1453.0,308.0,NA,NA
South Dakota,Physical,0.0,1252.0,1344.0,308.0,NA,NA
South Dakota,Physical,0.0,1329.0,1257.0,308.0,NA,NA
South Dakota,Physical,0.0,1598.0,1335.0,282.0,NA,NA
South Dakota,Physical,0.0,1620.0,1206.0,350.0,NA,NA
South Dakota,Physical,0.0,1566.0,1100.0,366.0,NA,NA
South Dakota,Physical,0.0,1652.0,1170.0,390.0,NA,NA
South Dakota,Physical,0.0,1100.0,1255.0,590.0,0.0,0.0
South Dakota,Physical,0.0,1025.0,1214.0,1438.0,0.0,0.0
South Dakota,Physical,0.0,1103.0,1237.0,3593.0,0.0,0.0
South Dakota,Physical,0.0,1093.0,1357.0,7338.0,0.0,0.0
South Dakota,Physical,0.0,992.0,1394.0,9987.0,0.0,0.0
South Dakota,Physical,0.0,963.0,1390.0,13143.0,31.0,0.0
South Dakota,Physical,0.0,995.0,1664.0,14163.0,34.0,0.0
South Dakota,Physical,0.0,1644.0,1700.0,18995.0,25.0,0.0
South Dakota,Physical,0.0,2129.0,1664.0,22218.0,7.0,0.0
South Dakota,Physical,0.0,1862.0,1607.0,24545.0,6.0,0.0
South Dakota,Physical,0.0,1848.0,1634.0,24250.0,27.0,0.0
South Dakota,Physical,0.0,15085.0,1754.0,23403.0,3.0,0.0
South Dakota,Physical,0.0,16205.0,1850.0,24398.0,0.0,0.0
South Dakota,Physical,0.0,15305.0,1798.0,24945.0,0.0,0.0
South Dakota,Physical,0.0,552.0,1663.0,26658.0,0.0,0.0
South Dakota,Physical,0.0,455.0,1406.0,27026.0,0.0,0.0
South Dakota,Physical,0.0,476.0,1304.0,28199.0,0.0,0.0
South Dakota,Physical,0.0,447.0,1273.0,28987.0,0.0,0.0
South Dakota,Physical,0.0,414.0,1166.0,28809.0,0.0,0.0
South Dakota,Physical,0.0,1047.0,27664.0,0.0,0.0,0.0
South Dakota,Physical,161.0,1028.0,31042.0,0.0,0.0,0.0
South Dakota,Physical,165.0,961.0,31448.0,0.0,0.0,NA
Tennessee,Physical,5930.0,63.0,20.0,NA,NA,NA
Tennessee,Physical,5865.0,85.0,11.0,NA,NA,NA
Tennessee,Physical,6309.0,0.0,7.0,NA,NA,NA
Tennessee,Physical,6832.0,58.0,7.0,NA,NA,NA
Tennessee,Physical,8148.0,48.0,6.0,NA,NA,NA
Tennessee,Physical,8082.0,57.0,32.0,NA,NA,NA
Tennessee,Physical,8237.0,64.0,309.0,NA,NA,NA
Tennessee,Physical,9271.0,89.0,398.0,NA,NA,NA
Tennessee,Physical,11260.0,25.0,198.0,NA,NA,NA
Tennessee,Physical,8219.0,20.0,201.0,NA,NA,NA
Tennessee,Physical,7541.0,17.0,769.0,NA,NA,NA
Tennessee,Physical,8206.0,27.0,682.0,NA,NA,NA
Tennessee,Physical,9283.0,47.0,598.0,NA,NA,NA
Tennessee,Physical,9433.0,263.0,820.0,NA,NA,NA
Tennessee,Physical,10032.0,468.0,593.0,NA,NA,NA
Tennessee,Physical,8679.0,941.0,614.0,NA,NA,NA
Tennessee,Physical,9900.0,1241.0,743.0,NA,NA,NA
Tennessee,Physical,10545.0,1719.0,918.0,0.0,NA,NA
Tennessee,Physical,7450.0,2976.0,1132.0,75.0,NA,NA
Tennessee,Physical,6640.0,3950.0,1056.0,566.0,NA,NA
Tennessee,Physical,7313.0,5022.0,920.0,804.0,NA,NA
Tennessee,Physical,7446.0,4686.0,786.0,866.0,NA,NA
Tennessee,Physical,6870.0,3464.0,644.0,918.0,NA,NA
Tennessee,Physical,6442.0,2707.0,614.0,1007.0,NA,NA
Tennessee,Physical,6510.0,2100.0,601.0,1014.0,NA,NA
Tennessee,Physical,6480.0,1900.0,532.0,959.0,NA,NA
Tennessee,Physical,6193.0,2067.0,506.0,806.0,NA,NA
Tennessee,Physical,4290.0,1856.0,485.0,946.0,NA,NA
Tennessee,Physical,3476.0,1770.0,501.0,845.0,NA,NA
Tennessee,Physical,3047.0,1660.0,419.0,922.0,NA,NA
Tennessee,Physical,2987.0,1990.0,417.0,884.0,NA,NA
Tennessee,Physical,3221.0,1820.0,383.0,870.0,NA,NA
Tennessee,Physical,3651.0,1690.0,381.0,365.0,NA,NA
Tennessee,Physical,3300.0,1510.0,367.0,659.0,NA,NA
Tennessee,Physical,2696.0,1420.0,287.0,792.0,NA,NA
Tennessee,Physical,3037.0,1230.0,344.0,747.0,NA,NA
Tennessee,Physical,2669.0,1150.0,346.0,911.0,NA,NA
Tennessee,Physical,3324.0,2000.0,351.0,1015.0,0.0,0.0
Tennessee,Physical,3166.0,2050.0,275.0,1403.0,0.0,0.0
Tennessee,Physical,2564.0,1803.0,311.0,1675.0,0.0,0.0
Tennessee,Physical,2887.0,2100.0,361.0,1548.0,0.0,0.0
Tennessee,Physical,3217.0,2200.0,324.0,1488.0,0.0,0.0
Tennessee,Physical,2804.0,2663.0,192.0,1501.0,0.0,0.0
Tennessee,Physical,2654.0,3942.0,284.0,1605.0,215.0,0.0
Tennessee,Physical,2333.0,4700.0,338.0,1962.0,278.0,0.0
Tennessee,Physical,1996.0,5478.0,268.0,4072.0,33.0,0.0
Tennessee,Physical,1780.0,5144.0,257.0,4119.0,8.0,0.0
Tennessee,Physical,1547.0,4851.0,296.0,4385.0,29.0,0.0
Tennessee,Physical,1090.0,5825.0,371.0,4001.0,36.0,0.0
Tennessee,Physical,1098.0,5400.0,334.0,4157.0,125.0,0.0
Tennessee,Physical,839.0,5294.0,330.0,4184.0,126.0,0.0
Tennessee,Physical,897.0,4276.0,296.0,4145.0,34.0,0.0
Tennessee,Physical,644.0,3603.0,257.0,4429.0,46.0,0.0
Tennessee,Physical,431.0,2982.0,271.0,4455.0,45.0,0.0
Tennessee,Physical,232.0,3283.0,210.0,4376.0,501.0,0.0
Tennessee,Physical,436.0,3107.0,211.0,4278.0,741.0,0.0
Tennessee,Physical,92.0,3.0,152.0,4033.0,839.0,0.0
Tennessee,Physical,0.0,3.0,4186.0,768.0,0.0,(s)
Tennessee,Physical,3016.0,146.0,3866.0,750.0,0.0,NA
Texas,Physical,2098.0,5892704.0,927479.0,NA,NA,NA
Texas,Physical,2411.0,6636515.0,1000743.0,NA,NA,NA
Texas,Physical,2253.0,6913646.0,1056499.0,NA,NA,NA
Texas,Physical,2153.0,7081374.0,1117319.0,NA,NA,NA
Texas,Physical,2291.0,7381875.0,1130276.0,NA,NA,NA
Texas,Physical,2249.0,7724139.0,1148991.0,NA,NA,NA
Texas,Physical,2310.0,8222947.0,1247486.0,NA,NA,NA
Texas,Physical,2253.0,8421288.0,1221211.0,NA,NA,NA
Texas,Physical,4045.0,8504468.0,1299926.0,NA,NA,NA
Texas,Physical,6944.0,8358520.0,1293084.0,NA,NA,NA
Texas,Physical,7684.0,8027579.0,1260748.0,NA,NA,NA
Texas,Physical,11002.0,7377637.0,1220909.0,NA,NA,NA
Texas,Physical,14063.0,7094881.0,1188150.0,NA,NA,NA
Texas,Physical,15865.0,6962769.0,1136985.0,NA,NA,NA
Texas,Physical,20020.0,6298929.0,1072005.0,NA,NA,NA
Texas,Physical,27180.0,6620547.0,1014716.0,NA,NA,NA
Texas,Physical,29354.0,6419708.0,968158.0,NA,NA,NA
Texas,Physical,32814.0,6134670.0,932350.0,1.0,NA,NA
Texas,Physical,34818.0,5593613.0,908217.0,4.0,NA,NA
Texas,Physical,38947.0,5093850.0,882911.0,7.0,NA,NA
Texas,Physical,41145.0,5275243.0,883174.0,9.0,NA,NA
Texas,Physical,45459.0,5217793.0,869218.0,9.0,NA,NA
Texas,Physical,48590.0,5097238.0,819595.0,10.0,NA,NA
Texas,Physical,50529.0,4893761.0,760962.0,11.0,NA,NA
Texas,Physical,52281.0,5007481.0,735495.0,11.0,NA,NA
Texas,Physical,53854.0,4894485.0,688169.0,10.0,NA,NA
Texas,Physical,55755.0,4895982.0,678478.0,9.0,NA,NA
Texas,Physical,53825.0,4884653.0,682616.0,10.0,NA,NA
Texas,Physical,55071.0,4812979.0,650623.0,9.0,NA,NA
Texas,Physical,54567.0,4973525.0,619090.0,0.0,NA,NA
Texas,Physical,52346.0,5045690.0,590735.0,0.0,NA,NA
Texas,Physical,52684.0,5046555.0,559646.0,0.0,NA,NA
Texas,Physical,55164.0,5132207.0,543342.0,0.0,NA,NA
Texas,Physical,53328.0,5167334.0,536584.0,0.0,NA,NA
Texas,Physical,52583.0,5227477.0,504662.0,0.0,NA,NA
Texas,Physical,53072.0,5054486.0,449233.0,0.0,NA,NA
Texas,Physical,49498.0,5282104.0,443397.0,0.0,NA,NA
Texas,Physical,45042.0,5282723.0,424297.0,0.0,0.0,0.0
Texas,Physical,45247.0,5141075.0,405776.0,0.0,0.0,0.0
Texas,Physical,47517.0,5243567.0,400664.0,0.0,0.0,0.0
Texas,Physical,45863.0,5067315.0,392714.0,0.0,0.0,0.0
Texas,Physical,45939.0,5276401.0,392601.0,0.0,144.0,0.0
Texas,Physical,45548.0,5548022.0,392481.0,0.0,373.0,0.0
Texas,Physical,41948.0,6123180.0,391261.0,0.0,1036.0,0.0
Texas,Physical,39017.0,6960693.0,405938.0,4495.0,1565.0,0.0
Texas,Physical,35093.0,6818973.0,399327.0,3985.0,1744.0,0.0
Texas,Physical,40982.0,6715294.0,426767.0,4984.0,775.0,0.0
Texas,Physical,45904.0,7112863.0,529813.0,5722.0,2883.0,0.0
Texas,Physical,44178.0,7475495.0,725940.0,6737.0,3010.0,0.0
Texas,Physical,42851.0,7633618.0,928358.0,4987.0,4466.0,0.0
Texas,Physical,43654.0,7985019.0,1160097.0,7308.0,3245.0,0.0
Texas,Physical,35918.0,7890459.0,1261782.0,8241.0,3493.0,0.0
Texas,Physical,39001.0,7225471.0,1168696.0,8500.0,4218.0,0.0
Texas,Physical,36382.0,7223841.0,1275904.0,8663.0,4659.0,0.0
Texas,Physical,24823.0,8041010.0,1612374.0,8266.0,5409.0,0.0
Texas,Physical,23307.0,9378489.0,1864.0,7165.0,5096.0,0.0
Texas,Physical,19682.0,9813035.0,1773.0,5549.0,5021.0,0.0
Texas,Physical,17250.0,9949156.0,1744.0,6974.0,4036.0,0.0
Texas,Physical,17084.0,10828515.0,1846806.0,8431.0,3266.0,1534.0
Utah,Physical,4955.0,51040.0,37594.0,NA,NA,NA
Utah,Physical,4992.0,71616.0,25298.0,NA,NA,NA
Utah,Physical,4635.0,69366.0,24112.0,NA,NA,NA
Utah,Physical,4175.0,48965.0,24048.0,NA,NA,NA
Utah,Physical,4316.0,46151.0,23504.0,NA,NA,NA
Utah,Physical,4657.0,46733.0,23295.0,NA,NA,NA
Utah,Physical,4733.0,42781.0,23370.0,NA,NA,NA
Utah,Physical,4626.0,42418.0,23630.0,NA,NA,NA
Utah,Physical,4802.0,39474.0,26570.0,NA,NA,NA
Utah,Physical,5500.0,42715.0,32656.0,NA,NA,NA
Utah,Physical,5858.0,50522.0,39363.0,NA,NA,NA
Utah,Physical,6961.0,55354.0,42301.0,NA,NA,NA
Utah,Physical,7967.0,57416.0,34304.0,NA,NA,NA
Utah,Physical,8581.0,60696.0,33113.0,NA,NA,NA
Utah,Physical,9141.0,58416.0,31368.0,NA,NA,NA
Utah,Physical,11971.0,58605.0,27728.0,NA,NA,NA
Utah,Physical,13236.0,87766.0,24978.0,NA,NA,NA
Utah,Physical,13809.0,91191.0,25860.0,0.0,NA,NA
Utah,Physical,17029.0,94255.0,22440.0,0.0,NA,NA
Utah,Physical,11768.0,63158.0,29534.0,0.0,NA,NA
Utah,Physical,12323.0,74698.0,34689.0,0.0,NA,NA
Utah,Physical,12780.0,83405.0,40792.0,0.0,NA,NA
Utah,Physical,14269.0,90013.0,39172.0,0.0,NA,NA
Utah,Physical,16508.0,87158.0,35788.0,0.0,NA,NA
Utah,Physical,18163.0,101372.0,33018.0,0.0,NA,NA
Utah,Physical,20102.0,120089.0,28415.0,0.0,NA,NA
Utah,Physical,22058.0,145875.0,27604.0,0.0,NA,NA
Utah,Physical,21945.0,144817.0,24467.0,0.0,NA,NA
Utah,Physical,21339.0,171293.0,22720.0,0.0,NA,NA
Utah,Physical,21847.0,225401.0,21821.0,0.0,NA,NA
Utah,Physical,24399.0,270858.0,20661.0,0.0,NA,NA
Utah,Physical,25167.0,241290.0,19988.0,0.0,NA,NA
Utah,Physical,27507.0,250767.0,19401.0,0.0,NA,NA
Utah,Physical,26683.0,257139.0,19317.0,0.0,NA,NA
Utah,Physical,26075.0,277340.0,19199.0,0.0,NA,NA
Utah,Physical,26373.0,262614.0,16253.0,0.0,NA,NA
Utah,Physical,26656.0,269285.0,15636.0,0.0,NA,NA
Utah,Physical,26966.0,283913.0,15252.0,0.0,0.0,0.0
Utah,Physical,25304.0,274739.0,13771.0,0.0,0.0,0.0
Utah,Physical,23069.0,268058.0,13097.0,0.0,0.0,0.0
Utah,Physical,21746.0,277969.0,14744.0,0.0,0.0,0.0
Utah,Physical,24521.0,301223.0,16673.0,0.0,0.0,0.0
Utah,Physical,26018.0,348320.0,17927.0,0.0,0.0,0.0
Utah,Physical,24307.0,376409.0,19535.0,0.0,0.0,0.0
Utah,Physical,24365.0,433566.0,22039.0,0.0,0.0,0.0
Utah,Physical,21718.0,444162.0,22942.0,0.0,0.0,0.0
Utah,Physical,19351.0,432045.0,24663.0,0.0,0.0,0.0
Utah,Physical,19648.0,457525.0,26276.0,0.0,0.0,0.0
Utah,Physical,17016.0,490393.0,30210.0,0.0,85.0,0.0
Utah,Physical,16977.0,470863.0,35016.0,0.0,24.0,0.0
Utah,Physical,17934.0,454545.0,40909.0,0.0,124.0,0.0
Utah,Physical,14419.0,417020.0,37136.0,0.0,2.0,0.0
Utah,Physical,13970.0,365269.0,30528.0,0.0,0.0,0.0
Utah,Physical,14326.0,315211.0,34438.0,0.0,0.0,0.0
Utah,Physical,13619.0,295826.0,37117.0,0.0,0.0,0.0
Utah,Physical,14405.0,271808.0,36933.0,0.0,0.0,0.0
Utah,Physical,13163.0,241.0,31001.0,0.0,0.0,0.0
Utah,Physical,12434.0,239.0,35.0,0.0,0.0,0.0
Utah,Physical,10723.0,260192.0,45251.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,NA,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,NA,NA
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Vermont,Physical,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Physical,27838.0,2227.0,2.0,NA,NA,NA
Virginia,Physical,34053.0,3152.0,4.0,NA,NA,NA
Virginia,Physical,35565.0,4249.0,1.0,NA,NA,NA
Virginia,Physical,36721.0,3818.0,3.0,NA,NA,NA
Virginia,Physical,36966.0,3389.0,3.0,NA,NA,NA
Virginia,Physical,35555.0,2846.0,1.0,NA,NA,NA
Virginia,Physical,35016.0,2805.0,1.0,NA,NA,NA
Virginia,Physical,30628.0,2619.0,1.0,NA,NA,NA
Virginia,Physical,34028.0,2787.0,0.0,NA,NA,NA
Virginia,Physical,33961.0,5101.0,0.0,NA,NA,NA
Virginia,Physical,34326.0,7096.0,3.0,NA,NA,NA
Virginia,Physical,35510.0,6723.0,3.0,NA,NA,NA
Virginia,Physical,39996.0,6937.0,3.0,NA,NA,NA
Virginia,Physical,37624.0,8220.0,2.0,NA,NA,NA
Virginia,Physical,31946.0,8492.0,2.0,NA,NA,NA
Virginia,Physical,37119.0,8544.0,4.0,NA,NA,NA
Virginia,Physical,41009.0,7812.0,10.0,NA,NA,NA
Virginia,Physical,41978.0,8903.0,13.0,11.0,NA,NA
Virginia,Physical,39778.0,6880.0,49.0,38.0,NA,NA
Virginia,Physical,35027.0,4346.0,65.0,72.0,NA,NA
Virginia,Physical,40368.0,8901.0,32.0,87.0,NA,NA
Virginia,Physical,40940.0,15041.0,26.0,93.0,NA,NA
Virginia,Physical,41178.0,15427.0,18.0,99.0,NA,NA
Virginia,Physical,44543.0,19223.0,17.0,108.0,NA,NA
Virginia,Physical,45886.0,18424.0,25.0,109.0,NA,NA
Virginia,Physical,43006.0,17935.0,23.0,103.0,NA,NA
Virginia,Physical,46917.0,14774.0,16.0,87.0,NA,NA
Virginia,Physical,41954.0,14906.0,13.0,102.0,NA,NA
Virginia,Physical,43024.0,24733.0,12.0,91.0,NA,NA
Virginia,Physical,39317.0,37840.0,12.0,97.0,NA,NA
Virginia,Physical,37129.0,50259.0,11.0,93.0,NA,NA
Virginia,Physical,34099.0,49818.0,11.0,79.0,NA,NA
Virginia,Physical,35590.0,54290.0,13.0,28.0,NA,NA
Virginia,Physical,35837.0,58249.0,10.0,43.0,NA,NA
Virginia,Physical,33747.0,57263.0,5.0,43.0,NA,NA
Virginia,Physical,32294.0,72189.0,8.0,33.0,NA,NA
Virginia,Physical,32834.0,71545.0,9.0,31.0,NA,NA
Virginia,Physical,33060.0,71543.0,11.0,25.0,0.0,0.0
Virginia,Physical,30126.0,76915.0,25.0,22.0,0.0,0.0
Virginia,Physical,31771.0,143644.0,18.0,13.0,4.0,0.0
Virginia,Physical,31647.0,85508.0,19.0,0.0,27.0,0.0
Virginia,Physical,27964.0,88610.0,26.0,0.0,67.0,0.0
Virginia,Physical,29872.0,103027.0,17.0,0.0,166.0,0.0
Virginia,Physical,25462.0,112057.0,19.0,0.0,187.0,0.0
Virginia,Physical,24748.0,128454.0,16.0,0.0,95.0,0.0
Virginia,Physical,21175.0,140738.0,12.0,0.0,71.0,0.0
Virginia,Physical,22385.0,147255.0,12.0,0.0,52.0,0.0
Virginia,Physical,22523.0,151094.0,11.0,0.0,48.0,0.0
Virginia,Physical,18976.0,146405.0,9.0,0.0,48.0,0.0
Virginia,Physical,17049.0,139382.0,10.0,0.0,79.0,0.0
Virginia,Physical,15507.0,133661.0,14.0,897.0,57.0,0.0
Virginia,Physical,14321.0,127586.0,11.0,1012.0,48.0,0.0
Virginia,Physical,13359.0,120288.0,562.0,79.0,0.0,13702.0
Virginia,Physical,115452.0,7.0,1265.0,81.0,0.0,13012.0
Virginia,Physical,111476.0,5.0,1086.0,129.0,0.0,12469.0
Virginia,Physical,106366.0,6.0,93.0,60.0,0.0,9827.0
Virginia,Physical,102.0,5.0,32.0,57.0,0.0,10902.0
Virginia,Physical,96044.0,5.0,0.0,52.0,0.0,11071.0
Virginia,Physical,89009.0,7.0,0.0,22.0,0.0,NA
Washington,Physical,228.0,0.0,1.0,NA,NA,NA
Washington,Physical,55.0,0.0,0.0,NA,NA,NA
Washington,Physical,59.0,0.0,0.0,NA,NA,NA
Washington,Physical,59.0,0.0,0.0,NA,NA,NA
Washington,Physical,178.0,0.0,0.0,NA,NA,NA
Washington,Physical,58.0,0.0,0.0,NA,NA,NA
Washington,Physical,37.0,0.0,0.0,NA,NA,NA
Washington,Physical,1134.0,0.0,0.0,NA,NA,NA
Washington,Physical,2634.0,0.0,0.0,NA,NA,NA
Washington,Physical,3270.0,0.0,0.0,NA,NA,NA
Washington,Physical,3913.0,0.0,0.0,NA,NA,NA
Washington,Physical,3743.0,0.0,0.0,NA,NA,NA
Washington,Physical,4109.0,0.0,0.0,NA,NA,NA
Washington,Physical,5057.0,0.0,0.0,NA,NA,NA
Washington,Physical,4708.0,0.0,0.0,NA,NA,NA
Washington,Physical,5072.0,0.0,0.0,NA,NA,NA
Washington,Physical,5140.0,0.0,0.0,NA,NA,NA
Washington,Physical,4635.0,0.0,0.0,14.0,NA,NA
Washington,Physical,4164.0,0.0,0.0,46.0,NA,NA
Washington,Physical,3891.0,0.0,0.0,86.0,NA,NA
Washington,Physical,3872.0,0.0,0.0,103.0,NA,NA
Washington,Physical,4438.0,0.0,0.0,111.0,NA,NA
Washington,Physical,4601.0,0.0,0.0,118.0,NA,NA
Washington,Physical,4449.0,0.0,0.0,130.0,NA,NA
Washington,Physical,5170.0,0.0,0.0,130.0,NA,NA
Washington,Physical,5039.0,0.0,0.0,123.0,NA,NA
Washington,Physical,5001.0,0.0,0.0,104.0,NA,NA
Washington,Physical,5143.0,0.0,0.0,122.0,NA,NA
Washington,Physical,5251.0,0.0,0.0,109.0,NA,NA
Washington,Physical,4739.0,0.0,0.0,119.0,NA,NA
Washington,Physical,4893.0,0.0,0.0,114.0,NA,NA
Washington,Physical,4868.0,0.0,0.0,98.0,NA,NA
Washington,Physical,4565.0,0.0,0.0,36.0,NA,NA
Washington,Physical,4495.0,0.0,0.0,55.0,NA,NA
Washington,Physical,4638.0,0.0,0.0,56.0,NA,NA
Washington,Physical,4101.0,0.0,0.0,44.0,NA,NA
Washington,Physical,4270.0,0.0,0.0,44.0,NA,NA
Washington,Physical,4624.0,0.0,0.0,39.0,0.0,0.0
Washington,Physical,5827.0,0.0,0.0,40.0,0.0,0.0
Washington,Physical,6232.0,0.0,0.0,32.0,0.0,0.0
Washington,Physical,5653.0,0.0,0.0,16.0,0.0,0.0
Washington,Physical,5266.0,0.0,0.0,10.0,0.0,0.0
Washington,Physical,2580.0,0.0,0.0,0.0,0.0,0.0
Washington,Physical,0.0,0.0,0.0,0.0,312.0,0.0
Washington,Physical,0.0,0.0,0.0,0.0,550.0,0.0
Washington,Physical,0.0,0.0,0.0,0.0,146.0,0.0
Washington,Physical,0.0,0.0,0.0,0.0,172.0,0.0
Washington,Physical,0.0,0.0,0.0,0.0,861.0,0.0
Washington,Physical,0.0,0.0,0.0,0.0,546.0,0.0
Washington,Physical,0.0,0.0,0.0,0.0,1119.0,0.0
Washington,Physical,0.0,0.0,0.0,0.0,1097.0,0.0
