State,Units,Coal (T Btu),Natural Gas (T Btu),Crude Oil (T Btu),Fuel Ethanol (T Btu),Biodiesel (T Btu),Renewable Diesel (T Btu)
Mississippi,Thermal,0.0,127.5,159.8,101.6,0.0,47.4
Mississippi,Thermal,0.0,436.3,0.0,106.3,158.9,82.8
Mississippi,Thermal,0.0,76.4,(s),424.5,0.0,98.5
Mississippi,Thermal,156.8,78.5,0.0,84.8,(s),418.7
Mississippi,Thermal,0.0,112.0,156.9,95.8,0.0,89.5
Mississippi,Thermal,(s),454.2,0.0,96.7,146.1,85.6
Mississippi,Thermal,0.0,90.8,(s),419.1,0.0,83.2
Mississippi,Thermal,131.2,83.0,0.0,92.4,0.1,389.8
Mississippi,Thermal,0.0,66.2,116.7,100.5,0.0,94.8
Mississippi,Thermal,0.1,378.3,0.0,98.6,115.5,84.2
Mississippi,Thermal,0.0,94.1,0.1,392.5,0.0,106.9
Mississippi,Thermal,113.2,96.9,0.0,85.6,0.2,402.7
Mississippi,Thermal,0.0,111.4,122.0,113.5,0.0,84.1
Mississippi,Thermal,0.2,431.2,0.0,113.8,127.8,96.4
Mississippi,Thermal,0.0,63.9,0.2,402.2,0.2,123.3
Mississippi,Thermal,104.1,88.1,0.0,64.9,0.3,380.8
Mississippi,Thermal,10.2,108.8,115.1,111.5,0.0,75.1
Mississippi,Thermal,0.3,421.0,6.8,135.4,113.3,103.6
Mississippi,Thermal,0.0,55.8,0.3,415.2,26.0,143.1
Mississippi,Thermal,112.4,105.0,0.0,49.3,0.3,436.1
Mississippi,Thermal,37.6,157.4,111.9,113.6,0.0,44.9
Mississippi,Thermal,0.4,465.9,36.6,87.2,111.6,106.7
Mississippi,Thermal,0.0,60.8,0.5,403.4,36.2,77.6
Mississippi,Thermal,102.6,105.2,0.0,62.1,0.6,384.3
Mississippi,Thermal,38.8,84.5,100.7,108.7,0.2,62.5
Mississippi,Thermal,0.6,396.0,36.2,95.3,119.9,98.2
Mississippi,Thermal,2.5,63.0,0.6,415.6,28.8,114.9
Missouri,Thermal,61.0,0.1,0.4,0.0,NA,33.6
Missouri,Thermal,2.0,97.0,75.3,0.1,0.4,0.0
Missouri,Thermal,NA,27.0,2.0,105.0,75.6,0.0
Missouri,Thermal,0.6,0.0,NA,26.8,2.0,105.0
Missouri,Thermal,78.0,0.1,0.4,0.0,NA,24.9
Missouri,Thermal,2.0,105.0,67.7,(s),0.4,0.0
Missouri,Thermal,NA,25.2,4.0,97.0,69.7,0.1
Missouri,Thermal,0.4,0.0,NA,24.6,4.0,99.0
Missouri,Thermal,93.9,0.1,0.4,0.0,NA,23.6
Missouri,Thermal,3.0,121.0,85.2,(s),0.4,0.0
Missouri,Thermal,NA,23.0,2.0,111.0,96.1,(s)
Missouri,Thermal,0.3,0.0,NA,23.0,2.0,121.0
Missouri,Thermal,90.6,(s),0.3,0.0,NA,23.0
Missouri,Thermal,6.0,120.0,89.4,(s),0.3,0.0
Missouri,Thermal,NA,26.1,5.0,121.0,107.2,(s)
Missouri,Thermal,0.3,0.0,NA,27.1,4.0,139.0
Missouri,Thermal,116.5,(s),0.4,0.0,NA,31.9
Missouri,Thermal,2.0,151.0,124.9,(s),0.3,0.0
Missouri,Thermal,NA,33.2,1.0,160.0,111.5,0.0
Missouri,Thermal,0.3,0.0,NA,39.1,3.0,154.0
Missouri,Thermal,127.4,0.0,0.5,0.0,NA,44.6
Missouri,Thermal,3.0,176.0,108.7,0.0,0.8,0.0
Missouri,Thermal,NA,25.1,1.0,136.0,98.8,0.0
Missouri,Thermal,1.3,0.0,0.0,23.5,2.0,126.0
Missouri,Thermal,109.5,0.0,1.2,0.0,0.0,26.6
Missouri,Thermal,5.0,142.0,101.7,0.0,1.6,0.0
Missouri,Thermal,0.0,26.0,5.0,135.0,137.9,(s)
Missouri,Thermal,1.7,10.0,0.0,30.5,5.0,185.0
Missouri,Thermal,113.9,(s),1.4,85.3,0.0,31.1
Missouri,Thermal,10.0,242.0,96.7,(s),0.6,75.9
Missouri,Thermal,0.0,28.5,6.0,208.0,88.6,(s)
Missouri,Thermal,0.6,65.6,0.0,25.7,4.0,185.0
Missouri,Thermal,88.0,(s),0.9,94.7,0.0,27.5
Missouri,Thermal,5.0,216.0,70.8,(s),0.8,88.3
Missouri,Thermal,0.0,24.7,3.0,188.0,56.0,(s)
Missouri,Thermal,0.8,84.6,0.0,17.9,7.0,167.0
Missouri,Thermal,48.5,(s),0.9,104.6,0.0,18.6
Missouri,Thermal,4.0,176.0,61.1,(s),0.8,84.6
Missouri,Thermal,0.0,19.2,5.0,171.0,14.1,(s)
Missouri,Thermal,0.8,88.0,0.0,16.9,11.0,131.0
Missouri,Thermal,19.0,(s),0.7,104.6,0.0,15.9
Missouri,Thermal,6.0,147.0,12.5,(s),0.7,86.6
Missouri,Thermal,0.0,16.3,6.0,122.0,15.7,(s)
Missouri,Thermal,0.7,93.4,0.0,17.0,4.0,131.0
Missouri,Thermal,8.8,(s),0.7,94.0,0.0,14.3
Missouri,Thermal,5.0,123.0,8.3,0.0,0.5,89.3
Missouri,Thermal,0.0,13.3,8.0,119.0,8.6,0.0
Missouri,Thermal,0.5,89.7,0.0,13.3,6.0,118.0
Missouri,Thermal,9.5,0.0,0.5,104.2,1.4,14.0
Missouri,Thermal,2.0,131.0,8.0,0.0,0.5,87.6
Missouri,Thermal,3.5,17.8,3.0,121.0,5.3,0.0
Missouri,Thermal,0.6,87.6,4.7,16.6,4.0,119.0
Missouri,Thermal,11.4,0.0,0.5,101.1,7.7,17.1
Missouri,Thermal,2.0,140.0,12.4,0.0,0.5,81.7
Missouri,Thermal,8.2,17.6,5.0,125.0,13.0,0.0
Missouri,Thermal,0.5,83.8,13.7,27.1,4.0,142.0
Missouri,Thermal,8.5,0.0,0.5,105.6,19.2,23.8
Missouri,Thermal,0.0,158.0,5.3,0.0,0.5,98.3
Missouri,Thermal,27.3,26.0,4.0,161.0,5.4,0.0
Montana,Thermal,5.6,38.7,175.4,0.0,NA,7.5
Montana,Thermal,19.0,247.0,6.5,32.5,190.1,0.0
Montana,Thermal,NA,7.8,28.0,265.0,7.5,35.5
Montana,Thermal,205.2,0.0,NA,7.6,27.0,282.0
Montana,Thermal,6.6,29.9,202.8,0.0,NA,7.4
Montana,Thermal,29.0,276.0,9.3,22.3,281.1,0.0
Montana,Thermal,NA,7.8,30.0,351.0,18.4,47.7
Montana,Thermal,254.9,0.0,NA,7.4,32.0,360.0
Montana,Thermal,61.5,49.4,219.7,0.0,NA,6.6
Montana,Thermal,29.0,367.0,126.1,35.2,200.7,0.0
Montana,Thermal,NA,6.7,32.0,401.0,146.7,36.1
Montana,Thermal,196.6,0.0,NA,6.3,32.0,418.0
Montana,Thermal,192.0,59.7,200.8,0.0,NA,6.5
Montana,Thermal,25.0,484.0,256.1,57.7,200.4,0.0
Montana,Thermal,NA,5.0,33.0,552.0,397.1,43.1
Montana,Thermal,190.5,0.0,NA,6.2,34.0,671.0
Montana,Thermal,471.4,44.5,190.3,0.0,NA,7.2
Montana,Thermal,42.0,755.0,487.9,48.3,189.5,0.0
Montana,Thermal,NA,9.1,28.0,763.0,476.4,47.4
Montana,Thermal,176.7,0.0,NA,10.9,39.0,751.0
Montana,Thermal,585.8,55.0,173.8,0.0,NA,12.3
Montana,Thermal,35.0,862.0,535.6,54.5,171.6,0.0
Montana,Thermal,NA,11.1,34.0,806.0,605.8,59.0
Montana,Thermal,178.7,0.0,(s),12.6,38.0,894.0
Montana,Thermal,499.8,59.1,179.3,0.0,0.1,12.4
Montana,Thermal,37.0,788.0,524.3,54.5,169.5,0.0
Montana,Thermal,0.2,13.9,39.0,801.0,591.9,53.8
Montana,Thermal,172.6,0.0,0.2,14.3,37.0,870.0
Montana,Thermal,597.8,54.8,172.7,0.0,0.3,14.4
Montana,Thermal,34.0,874.0,610.0,48.6,157.0,0.0
Montana,Thermal,0.3,20.2,37.0,873.0,617.6,49.3
Montana,Thermal,145.3,0.0,0.3,17.9,30.0,860.0
Montana,Thermal,694.0,54.8,135.4,0.0,0.3,18.6
Montana,Thermal,28.0,931.0,677.8,54.2,121.5,0.0
Montana,Thermal,0.3,10.7,32.0,897.0,678.3,53.8
Montana,Thermal,114.9,0.0,0.2,11.7,36.0,895.0
Montana,Thermal,688.5,55.3,113.6,0.0,0.3,17.1
Montana,Thermal,41.0,915.0,704.0,56.7,107.2,0.0
Montana,Thermal,0.2,10.0,28.0,906.0,649.3,56.8
Montana,Thermal,101.2,0.0,0.0,9.7,32.0,849.0
Montana,Thermal,752.6,52.7,95.9,0.0,0.2,10.1
Montana,Thermal,27.0,939.0,713.0,52.8,95.9,0.0
Montana,Thermal,0.2,16.4,36.0,915.0,689.2,53.4
Montana,Thermal,92.3,0.0,0.1,15.7,47.0,897.0
Montana,Thermal,740.1,54.7,90.1,0.0,0.1,16.2
Montana,Thermal,45.0,947.0,773.0,59.8,95.6,0.0
Montana,Thermal,0.1,14.7,38.0,981.0,741.9,63.3
Montana,Thermal,86.6,0.0,0.1,15.3,47.0,954.0
Montana,Thermal,696.9,72.0,89.5,0.0,0.1,15.3
Montana,Thermal,33.0,906.0,708.2,83.9,92.3,0.0
Montana,Thermal,0.1,11.9,22.0,919.0,676.1,88.8
Montana,Thermal,98.5,0.0,0.1,11.0,32.0,907.0
Montana,Thermal,665.9,89.0,112.6,0.0,(s),12.0
Montana,Thermal,30.0,909.0,721.6,100.3,143.4,0.0
Montana,Thermal,0.0,12.5,30.0,1008.0,726.8,114.0
Montana,Thermal,190.2,0.0,0.0,17.8,33.0,1081.0
Montana,Thermal,755.0,116.9,210.5,0.0,0.0,17.1
Montana,Thermal,36.0,1135.0,778.1,121.2,202.5,0.0
Montana,Thermal,0.0,20.0,33.0,1155.0,794.2,116.7
Nebraska,Thermal,0.0,17.7,138.2,0.0,NA,3.1
Nebraska,Thermal,3.0,162.0,0.0,12.4,99.9,(s)
Nebraska,Thermal,NA,1.9,3.0,117.0,0.0,11.8
Nebraska,Thermal,80.3,0.0,NA,1.8,4.0,98.0
Nebraska,Thermal,0.0,9.8,77.6,0.0,NA,1.7
Nebraska,Thermal,4.0,93.0,0.0,9.4,76.5,0.0
Nebraska,Thermal,NA,1.7,4.0,91.0,0.0,8.1
Nebraska,Thermal,70.2,0.0,NA,1.6,4.0,84.0
Nebraska,Thermal,0.0,6.9,66.4,0.0,NA,1.6
Nebraska,Thermal,4.0,79.0,0.0,4.6,58.4,0.0
Nebraska,Thermal,NA,1.6,4.0,69.0,0.0,4.5
Nebraska,Thermal,50.5,0.0,NA,2.6,4.0,62.0
Nebraska,Thermal,0.0,4.7,42.0,6.5,NA,2.7
Nebraska,Thermal,4.0,60.0,0.0,3.3,38.3,44.6
Nebraska,Thermal,NA,2.7,4.0,93.0,0.0,3.1
Nebraska,Thermal,35.5,65.2,NA,2.8,4.0,110.0
Nebraska,Thermal,0.0,2.9,35.9,64.3,NA,3.1
Nebraska,Thermal,4.0,110.0,0.0,3.2,34.6,80.2
Nebraska,Thermal,NA,3.4,4.0,125.0,0.0,3.1
Nebraska,Thermal,34.0,84.5,NA,3.8,4.0,129.0
Nebraska,Thermal,0.0,3.4,35.2,94.2,NA,3.9
Nebraska,Thermal,4.0,141.0,0.0,2.7,36.2,63.1
Nebraska,Thermal,NA,5.9,4.0,112.0,0.0,2.7
Nebraska,Thermal,38.7,66.0,0.0,5.3,4.0,116.0
Nebraska,Thermal,0.0,2.5,39.9,96.9,0.0,6.3
Nebraska,Thermal,4.0,149.0,0.0,2.3,37.0,66.3
Nebraska,Thermal,0.0,5.9,4.0,116.0,0.0,2.5
Nebraska,Thermal,37.4,62.7,0.0,7.2,4.0,114.0
Nebraska,Thermal,0.0,2.1,40.3,43.9,1.3,7.4
Nebraska,Thermal,4.0,99.0,0.0,1.5,41.2,81.0
Nebraska,Thermal,1.6,6.8,5.0,137.0,0.0,1.4
Nebraska,Thermal,35.3,89.7,1.7,5.7,5.0,139.0
Nebraska,Thermal,0.0,1.0,34.7,72.4,1.8,6.1
Nebraska,Thermal,4.0,120.0,0.0,0.9,36.1,85.5
Nebraska,Thermal,1.8,6.4,4.0,134.0,0.0,0.8
Nebraska,Thermal,34.2,79.5,1.9,4.5,4.0,124.0
Nebraska,Thermal,0.0,0.8,33.8,84.4,1.9,4.7
Nebraska,Thermal,3.0,129.0,0.0,1.2,31.7,91.6
Nebraska,Thermal,3.4,5.0,3.0,136.0,0.0,2.1
Nebraska,Thermal,28.2,71.5,7.6,4.3,3.0,117.0
Nebraska,Thermal,0.0,2.9,24.5,66.3,11.5,4.1
Nebraska,Thermal,4.0,113.0,0.0,2.2,22.0,78.7
Nebraska,Thermal,27.8,4.2,5.0,139.0,0.0,1.9
Nebraska,Thermal,20.5,99.3,28.8,7.8,5.0,164.0
Nebraska,Thermal,0.0,1.7,19.4,97.3,38.7,6.3
Nebraska,Thermal,6.0,169.0,0.0,1.7,18.4,86.6
Nebraska,Thermal,41.3,5.8,6.0,159.0,0.0,1.4
Nebraska,Thermal,15.4,105.5,43.9,5.9,6.0,178.0
Nebraska,Thermal,0.0,1.2,17.2,90.0,46.2,5.7
Nebraska,Thermal,5.0,165.0,0.0,1.2,16.9,91.1
Nebraska,Thermal,50.5,7.6,4.0,171.0,0.0,1.2
Nebraska,Thermal,16.1,105.7,50.5,8.2,4.0,186.0
Nebraska,Thermal,0.0,1.5,16.0,83.3,54.5,8.6
Nebraska,Thermal,4.0,167.0,0.0,1.5,14.5,106.8
Nebraska,Thermal,72.9,8.6,3.0,208.0,0.0,1.2
Nebraska,Thermal,14.0,91.9,76.4,8.0,4.0,195.0
Nebraska,Thermal,0.0,1.2,13.4,93.9,84.5,6.4
Nebraska,Thermal,4.0,204.0,0.0,1.6,13.5,115.8
Nebraska,Thermal,116.4,7.1,2.0,257.0,0.0,3.1
Nevada,Thermal,0.0,0.0,0.2,0.0,NA,0.9
Nevada,Thermal,6.0,7.0,0.0,0.0,1.2,0.0
Nevada,Thermal,NA,0.9,5.0,7.0,0.0,0.0
Nevada,Thermal,1.8,0.0,NA,0.9,6.0,8.0
Nevada,Thermal,0.0,0.0,1.6,0.0,NA,0.9
Nevada,Thermal,5.0,8.0,0.0,0.0,1.6,0.0
Nevada,Thermal,NA,0.9,6.0,8.0,0.0,0.0
Nevada,Thermal,1.3,0.0,NA,1.0,5.0,8.0
Nevada,Thermal,0.0,0.0,0.9,0.0,NA,1.1
Nevada,Thermal,5.0,7.0,0.0,0.0,0.7,0.0
Nevada,Thermal,NA,1.1,5.0,7.0,0.0,0.0
Nevada,Thermal,0.6,0.0,NA,1.1,5.0,7.0
Nevada,Thermal,0.0,0.0,0.6,0.0,NA,1.0
Nevada,Thermal,5.0,7.0,0.0,0.0,0.7,0.0
Nevada,Thermal,NA,1.1,5.0,7.0,0.0,0.0
Nevada,Thermal,0.7,0.0,NA,1.2,5.0,7.0
Nevada,Thermal,0.0,0.0,0.8,0.0,NA,1.3
Nevada,Thermal,5.0,7.0,0.0,0.0,3.8,0.0
Nevada,Thermal,NA,1.5,5.0,10.0,0.0,0.0
Nevada,Thermal,6.7,0.0,NA,1.7,5.0,14.0
Nevada,Thermal,0.0,0.0,7.2,0.0,NA,2.0
Nevada,Thermal,5.0,15.0,0.0,0.0,5.1,0.0
Nevada,Thermal,NA,2.8,8.0,16.0,0.0,0.0
Nevada,Thermal,4.1,0.0,0.0,3.7,5.0,13.0
Nevada,Thermal,0.0,0.0,3.6,0.0,0.0,3.9
Nevada,Thermal,4.0,12.0,0.0,0.0,4.7,0.0
Nevada,Thermal,0.0,4.1,14.0,22.0,0.0,0.0
Nevada,Thermal,11.1,0.0,0.0,4.5,19.0,34.0
Nevada,Thermal,0.0,0.0,17.6,0.0,0.0,4.6
Nevada,Thermal,14.0,37.0,0.0,0.0,16.9,0.0
Nevada,Thermal,0.0,4.2,15.0,36.0,0.0,0.0
Nevada,Thermal,18.1,0.0,0.0,2.2,8.0,28.0
Nevada,Thermal,0.0,0.0,18.7,0.0,0.0,2.3
Nevada,Thermal,7.0,28.0,0.0,0.0,18.7,0.0
Nevada,Thermal,0.0,2.5,9.0,30.0,0.0,0.0
Nevada,Thermal,23.3,0.0,0.0,2.9,9.0,35.0
Nevada,Thermal,0.0,0.1,19.8,0.0,0.0,3.0
Nevada,Thermal,12.0,35.0,0.0,(s),21.6,0.0
Nevada,Thermal,0.0,3.1,11.0,36.0,0.0,(s)
Nevada,Thermal,10.9,0.0,0.0,3.4,13.0,27.0
Nevada,Thermal,0.0,(s),9.8,0.0,0.0,3.2
Nevada,Thermal,12.0,25.0,0.0,(s),7.8,0.0
Nevada,Thermal,0.0,3.2,13.0,24.0,0.0,(s)
Nevada,Thermal,6.1,0.0,0.0,3.6,13.0,23.0
Nevada,Thermal,0.0,(s),5.7,0.0,0.0,4.5
Nevada,Thermal,15.0,25.0,0.0,(s),4.6,0.0
Nevada,Thermal,0.0,4.0,17.0,25.0,0.0,(s)
Nevada,Thermal,4.1,0.0,0.0,4.1,16.0,24.0
Nevada,Thermal,0.0,(s),3.6,0.0,0.0,4.4
Nevada,Thermal,14.0,22.0,0.0,(s),3.3,0.0
Nevada,Thermal,0.0,3.3,14.0,21.0,0.0,(s)
Nevada,Thermal,3.2,0.0,0.0,3.1,13.0,19.0
Nevada,Thermal,0.0,(s),2.9,0.0,0.0,3.3
Nevada,Thermal,11.0,17.0,0.0,(s),2.7,0.0
Nevada,Thermal,0.0,3.4,11.0,17.0,0.0,(s)
Nevada,Thermal,2.6,0.0,(s),2.8,12.0,17.0
Nevada,Thermal,0.0,(s),2.5,0.0,(s),2.5
Nevada,Thermal,13.0,18.0,0.0,(s),2.4,0.0
Nevada,Thermal,(s),2.7,13.0,18.0,0.0,(s)
New Hampshire,Thermal,0.0,0.0,0.0,0.0,NA,10.9
New Hampshire,Thermal,4.0,15.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,NA,11.0,3.0,14.0,0.0,0.0
New Hampshire,Thermal,0.0,0.0,NA,11.6,4.0,15.0
New Hampshire,Thermal,0.0,0.0,0.0,0.0,NA,11.5
New Hampshire,Thermal,4.0,15.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,NA,12.6,4.0,16.0,0.0,0.0
New Hampshire,Thermal,0.0,0.0,NA,12.8,4.0,17.0
New Hampshire,Thermal,0.0,0.0,0.0,0.0,NA,12.3
New Hampshire,Thermal,4.0,16.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,NA,13.3,3.0,17.0,0.0,0.0
New Hampshire,Thermal,0.0,0.0,NA,13.0,4.0,17.0
New Hampshire,Thermal,0.0,0.0,0.0,0.0,NA,13.9
New Hampshire,Thermal,5.0,19.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,NA,13.4,5.0,18.0,0.0,0.0
New Hampshire,Thermal,0.0,0.0,NA,12.8,4.0,17.0
New Hampshire,Thermal,0.0,0.0,0.0,0.0,NA,15.3
New Hampshire,Thermal,5.0,20.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,NA,16.6,4.0,21.0,0.0,0.0
New Hampshire,Thermal,0.0,0.0,NA,19.3,3.0,23.0
New Hampshire,Thermal,0.0,0.0,0.0,0.0,NA,21.0
New Hampshire,Thermal,4.0,25.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,NA,21.7,3.0,25.0,0.0,0.0
New Hampshire,Thermal,0.0,0.0,0.0,21.8,4.0,26.0
New Hampshire,Thermal,0.0,0.0,0.0,0.0,0.0,20.7
New Hampshire,Thermal,4.0,25.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,0.0,24.0,4.0,28.0,0.0,0.0
New Hampshire,Thermal,0.0,0.0,0.0,21.9,4.0,26.0
New Hampshire,Thermal,0.0,0.0,0.0,0.0,0.0,22.0
New Hampshire,Thermal,3.0,25.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,0.0,25.6,4.0,29.0,0.0,0.0
New Hampshire,Thermal,0.0,0.0,0.0,24.0,3.0,27.0
New Hampshire,Thermal,0.0,0.0,0.0,0.0,0.0,25.0
New Hampshire,Thermal,3.0,28.0,0.0,0.0,0.0,0.0
New Hampshire,Thermal,0.0,26.6,4.0,31.0,0.0,0.0
New Hampshire,Thermal,0.0,43.2,0.0,27.2,6.0,76.0
New Hampshire,Thermal,0.0,0.0,0.0,71.2,0.0,24.3
New Hampshire,Thermal,5.0,100.0,0.0,0.0,0.0,82.4
New Hampshire,Thermal,0.0,27.8,4.0,114.0,0.0,0.0
New Hampshire,Thermal,0.0,95.0,0.0,27.9,4.0,127.0
New Hampshire,Thermal,0.0,0.0,0.0,64.8,0.0,25.3
New Hampshire,Thermal,5.0,95.0,0.0,0.0,0.0,88.0
New Hampshire,Thermal,0.0,25.3,4.0,118.0,0.0,0.0
New Hampshire,Thermal,0.0,103.4,0.0,27.7,6.0,137.0
New Hampshire,Thermal,0.0,0.0,0.0,83.7,0.0,25.7
New Hampshire,Thermal,5.0,115.0,0.0,0.0,0.0,88.0
New Hampshire,Thermal,0.0,24.3,5.0,117.0,0.0,0.0
New Hampshire,Thermal,0.0,90.7,0.0,24.4,4.0,120.0
New Hampshire,Thermal,0.0,0.0,0.0,82.6,0.0,24.0
New Hampshire,Thermal,4.0,111.0,0.0,0.0,0.0,90.8
New Hampshire,Thermal,0.0,19.9,3.0,114.0,0.0,0.0
New Hampshire,Thermal,0.0,97.1,0.0,17.3,3.0,118.0
New Hampshire,Thermal,0.0,0.0,0.0,96.7,0.0,16.3
New Hampshire,Thermal,4.0,117.0,0.0,0.0,0.0,106.1
New Hampshire,Thermal,0.0,21.7,4.0,132.0,0.0,0.0
New Hampshire,Thermal,0.0,98.7,0.0,23.3,6.0,128.0
New Hampshire,Thermal,0.0,0.0,0.0,98.1,0.0,17.9
New Hampshire,Thermal,5.0,121.0,0.0,0.0,0.0,112.9
New Hampshire,Thermal,0.0,22.2,4.0,139.0,0.0,0.0
New Jersey,Thermal,0.0,0.0,0.0,0.0,NA,20.0
New Jersey,Thermal,0.0,20.0,0.0,0.0,0.0,0.0
New Jersey,Thermal,NA,24.0,(s),23.0,0.0,0.0
New Jersey,Thermal,0.0,0.0,NA,24.9,(s),24.0
New Jersey,Thermal,0.0,0.0,0.0,0.0,NA,25.8
New Jersey,Thermal,(s),25.0,0.0,0.0,0.0,0.0
New Jersey,Thermal,NA,28.2,(s),27.0,0.0,0.0
New Jersey,Thermal,0.0,1.2,NA,29.3,(s),29.0
New Jersey,Thermal,0.0,0.0,0.0,37.9,NA,30.1
New Jersey,Thermal,(s),66.0,0.0,0.0,0.0,41.5
New Jersey,Thermal,NA,29.9,(s),70.0,0.0,0.0
New Jersey,Thermal,0.0,47.0,NA,31.8,(s),78.0
New Jersey,Thermal,0.0,0.0,0.0,39.1,NA,33.7
New Jersey,Thermal,(s),71.0,0.0,0.0,0.0,41.0
New Jersey,Thermal,NA,36.0,(s),76.0,0.0,0.0
New Jersey,Thermal,0.0,34.6,NA,33.8,(s),67.0
New Jersey,Thermal,0.0,0.0,0.0,42.6,NA,37.6
New Jersey,Thermal,(s),79.0,0.0,0.0,0.0,74.9
New Jersey,Thermal,NA,40.3,(s),114.0,0.0,0.0
New Jersey,Thermal,0.0,89.4,NA,43.5,(s),132.0
New Jersey,Thermal,0.0,0.0,0.0,71.9,NA,46.0
New Jersey,Thermal,(s),117.0,0.0,0.0,0.0,83.2
New Jersey,Thermal,NA,51.3,(s),133.0,0.0,0.0
New Jersey,Thermal,0.0,128.8,0.0,56.8,(s),184.0
New Jersey,Thermal,0.0,0.0,0.0,155.5,0.0,51.5
New Jersey,Thermal,(s),206.0,0.0,0.0,0.0,69.0
New Jersey,Thermal,0.0,62.7,(s),130.0,0.0,0.0
New Jersey,Thermal,0.0,60.8,0.0,51.4,(s),111.0
New Jersey,Thermal,0.0,0.0,0.0,188.8,0.0,52.2
New Jersey,Thermal,(s),240.0,0.0,0.0,0.0,156.3
New Jersey,Thermal,0.0,44.5,(s),199.0,0.0,0.0
New Jersey,Thermal,0.0,237.0,0.0,41.8,(s),277.0
New Jersey,Thermal,0.0,0.0,0.0,253.3,0.0,44.1
New Jersey,Thermal,(s),296.0,0.0,0.0,0.0,243.7
New Jersey,Thermal,0.0,37.0,(s),280.0,0.0,0.0
New Jersey,Thermal,0.0,251.5,0.0,25.4,0.0,277.0
New Jersey,Thermal,0.0,0.0,0.0,260.1,0.0,35.3
New Jersey,Thermal,0.0,295.0,0.0,0.0,0.0,226.1
New Jersey,Thermal,0.0,37.9,0.0,264.0,0.0,0.0
New Jersey,Thermal,0.0,261.9,0.0,36.3,0.0,298.0
New Jersey,Thermal,0.0,0.0,0.0,231.3,0.0,40.7
New Jersey,Thermal,0.0,272.0,0.0,0.0,0.0,176.6
New Jersey,Thermal,0.0,42.5,0.0,219.0,0.0,0.0
New Jersey,Thermal,0.0,115.8,0.0,40.4,0.0,156.0
New Jersey,Thermal,0.0,0.0,0.0,146.0,0.0,38.5
New Jersey,Thermal,0.0,185.0,0.0,0.0,0.0,284.6
New Jersey,Thermal,0.0,37.9,0.0,323.0,0.0,0.0
New Jersey,Thermal,0.0,302.7,0.0,39.0,0.0,342.0
New Jersey,Thermal,0.0,0.0,0.0,298.0,0.0,39.4
New Jersey,Thermal,0.0,338.0,0.0,0.0,0.0,318.2
New Jersey,Thermal,0.0,28.1,0.0,347.0,0.0,0.0
New Jersey,Thermal,0.0,322.3,0.0,27.5,1.0,350.0
New Jersey,Thermal,0.0,0.0,0.0,309.6,0.0,25.0
New Jersey,Thermal,1.0,336.0,0.0,0.0,0.0,282.4
New Jersey,Thermal,0.1,25.1,1.0,309.0,0.0,0.0
New Jersey,Thermal,0.0,327.6,0.3,17.5,1.0,347.0
New Jersey,Thermal,0.0,0.0,0.0,339.8,0.4,19.1
New Jersey,Thermal,2.0,361.0,0.0,0.0,0.0,335.8
New Jersey,Thermal,0.4,17.5,2.0,355.0,0.0,0.0
New Mexico,Thermal,5.5,923.2,622.8,0.0,NA,6.6
New Mexico,Thermal,0.0,1558.0,60.1,1083.0,691.2,0.0
New Mexico,Thermal,NA,5.6,0.0,1840.0,51.5,1153.4
New Mexico,Thermal,720.1,0.0,NA,5.5,0.0,1930.0
New Mexico,Thermal,64.8,1233.6,731.6,0.0,NA,5.3
New Mexico,Thermal,0.0,2035.0,64.1,1345.3,745.6,0.0
New Mexico,Thermal,NA,5.3,0.0,2160.0,83.6,1315.2
New Mexico,Thermal,749.5,0.0,NA,5.0,0.0,2153.0
New Mexico,Thermal,137.7,1316.2,743.5,0.0,NA,4.9
New Mexico,Thermal,0.0,2202.0,152.9,1355.5,686.8,0.0
New Mexico,Thermal,NA,4.7,0.0,2200.0,154.3,1409.3
New Mexico,Thermal,641.0,0.0,NA,4.5,0.0,2209.0
New Mexico,Thermal,164.7,1392.5,585.7,0.0,NA,4.2
New Mexico,Thermal,0.0,2147.0,168.5,1413.0,572.4,0.0
New Mexico,Thermal,NA,4.2,0.0,2158.0,157.5,1385.2
New Mexico,Thermal,551.4,0.0,NA,5.3,0.0,2099.0
New Mexico,Thermal,175.4,1399.4,534.4,0.0,NA,6.0
New Mexico,Thermal,0.0,2115.0,200.3,1382.4,505.9,0.0
New Mexico,Thermal,NA,7.0,0.0,2095.0,232.6,1352.7
New Mexico,Thermal,483.5,0.0,NA,7.7,0.0,2076.0
New Mexico,Thermal,292.4,1370.2,462.0,0.0,NA,9.2
New Mexico,Thermal,0.0,2134.0,345.1,1323.8,436.9,0.0
New Mexico,Thermal,NA,5.2,0.0,2111.0,355.6,1301.3
New Mexico,Thermal,415.1,0.0,0.2,6.7,0.0,2079.0
New Mexico,Thermal,375.4,1139.1,411.9,0.0,0.7,6.9
